"","timestamp","close"
"1",1582727400,187.660003662109
"2",1582727460,188.190002441406
"3",1582727520,189.380004882812
"4",1582727580,189.600006103516
"5",1582727640,189.164993286133
"6",1582727700,189.789993286133
"7",1582727760,189.850006103516
"8",1582727820,190.690002441406
"9",1582727880,191.160003662109
"10",1582727940,190.929992675781
"11",1582728000,191
"12",1582728060,191.399993896484
"13",1582728120,191.360000610352
"14",1582728180,191.350006103516
"15",1582728240,191.229995727539
"16",1582728300,190.940002441406
"17",1582728360,190.839996337891
"18",1582728420,NA
"19",1582728421,190.571594238281
